Entity_ID,EntitySize,NAICS_before,Industry_before,NAICS_after,Industry_After
1517925	75	531	"50 - 99 Real Estate"	531311	"50 - 99 Residential Property Managers"
1519572	133	54	"100 - 499 Professional, Scientific, and Technical Services"	541330	"100 - 499 Engineering Services"
1519687	1661	325	"500 - 2499 Chemical Manufacturing"	3255	"100+ Paint"
1519137	128	621	"100 - 499 Ambulatory Health Care Services"	621111	"100 - 499 Offices of Physicians (except Mental Health Specialists)"
1519147	4921	524	"2500+ Insurance Carriers and Related Activities"	524126	"2500+ Direct Property and Casualty Insurance Carriers"
1519178	385	22	"100 - 499 Utilities"	221310	"100 - 499 Water Supply and Irrigation Systems"
1518627	412	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1518650	339	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1525329	508	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1525849	1610	54	"500 - 2499 Professional, Scientific, and Technical Services"	541690	"100 - 2499 Other Scientific and Technical Consulting Services"
1525567	836	488	"500 - 2499 Support Activities for Transportation"	488510	"500+ Freight Transportation Arrangement"
1525107	1142	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1524104	8915	339	"2500+ Miscellaneous Manufacturing"	339112	"2500+ Surgical and Medical Instrument Manufacturing"
1523589	100	54	"100 - 499 Professional, Scientific, and Technical Services"	5418	"100 - 499 Advertising"
1523900	85	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1523991	1123	445	"500 - 2499 Food and Beverage Retailers"	445110	"500 - 2499 Supermarkets and Other Grocery Retailers (except Convenience Retailers)"
1522932	771	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1523445	1398	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1523505	202	61	"100 - 499 Educational Services"	61131	"100 - 499 Colleges"
1523536	120	238	"100 - 499 Specialty Trade Contractors"	238990	"100 - 499 All Other Specialty Trade Contractors"
1522599	72	54	"50 - 99 Professional, Scientific, and Technical Services"	5414	"50 - 99 Specialized Design Services"
1522896	643	621	"500 - 2499 Ambulatory Health Care Services"	621493	"100+ Freestanding Ambulatory Surgical and Emergency Centers"
1521519	95	334	"50 - 99 Computer and Electronic Product Manufacturing"	334	"50 - 99 Computer and Electronic Product Manufacturing"
1522198	195	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1522280	155	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1522031	1137	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1520792	51	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1520968	341	61	"100 - 499 Educational Services"	611699	"100 - 499 All Other Miscellaneous Schools and Instruction"
1521100	1705	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1521154	169	334	"100 - 499 Computer and Electronic Product Manufacturing"	334310	"100+ Audio and Video Equipment Manufacturing"
1521214	490	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1516124	1090	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1516143	192	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1515953	515	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1514051	4926	531	"500+ Real Estate"	531	"500+ Real Estate"
1514104	936	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1514202	87	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1513389	310	311	"100 - 499 Food Manufacturing"	31199	"100 - 499 All Other Food Manufacturing"
1513433	3441	325	"2500+ Chemical Manufacturing"	3256	"500+ Soap"
1513551	884	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1513884	308	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1513176	912	322	"500 - 2499 Paper Manufacturing"	3222	"500+ Converted Paper Product Manufacturing"
1513031	3078	523	"2500+ Securities, Commodity Contracts, and Other Financial Investments and Related Activities"	52399	"100+ All Other Financial Investment Activities"
1513149	195	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1512494	539	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1512515	877	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1512571	206	54	"100 - 499 Professional, Scientific, and Technical Services"	541614	"100 - 2499 Process"
1511635	694	54	"500 - 2499 Professional, Scientific, and Technical Services"	541611	"500+ Administrative Management and General Management Consulting Services"
1511036	1632	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1511108	2821	22	"2500+ Utilities"	221210	"500+ Natural Gas Distribution"
1510413	66	61	"50 - 99 Educational Services"	611	"50 - 99 Educational Services"
1510842	308	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1510848	208	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1510961	1352	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1510188	417	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1510035	347	54	"100 - 499 Professional, Scientific, and Technical Services"	541330	"100 - 499 Engineering Services"
1508841	161	54	"100 - 499 Professional, Scientific, and Technical Services"	541511	"100 - 499 Custom Computer Programming Services"
1508875	179	4238	"100 - 499 Machinery, Equipment, and Supplies Merchant Wholesalers"	423830	"100 - 499 Industrial Machinery and Equipment Merchant Wholesalers"
1508959	235	314	"100+ Textile Product Mills"	314999	"100 - 2499 All Other Miscellaneous Textile Product Mills"
1508520	936	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1508600	707	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1508335	258	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1507925	2142	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1504393	444	54	"100 - 499 Professional, Scientific, and Technical Services"	541330	"100 - 499 Engineering Services"
1506204	1495	4244	"500+ Grocery and Related Product Merchant Wholesalers"	424420	"100 - 2499 Packaged Frozen Food Merchant Wholesalers"
1506288	206	531	"100 - 499 Real Estate"	531210	"100 - 499 Offices of Real Estate Agents and Brokers"
1506360	738	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1506841	571	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1507060	82	561	"50 - 99 Administrative and Support Services"	561311	"50 - 99 Employment Placement Agencies"
1507419	110	61	"100 - 499 Educational Services"	611699	"100 - 499 All Other Miscellaneous Schools and Instruction"
1505559	629	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1505615	318	54	"100 - 499 Professional, Scientific, and Technical Services"	5411	"100 - 499 Legal Services"
1505663	415	621	"100 - 499 Ambulatory Health Care Services"	6214	"100 - 499 Outpatient Care Centers"
1505668	1168	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1505692	258	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1505901	3239	61	"2500+ Educational Services"	611710	"100+ Educational Support Services"
1505986	1105	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1504525	122	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1505006	101	524	"100 - 499 Insurance Carriers and Related Activities"	524298	"100+ All Other Insurance Related Activities"
1505092	16069	4236	"500+ Household Appliances and Electrical and Electronic Goods Merchant Wholesalers"	423690	"100+ Other Electronic Parts and Equipment Merchant Wholesalers"
1505191	839	334	"500 - 2499 Computer and Electronic Product Manufacturing"	334419	"500+ Other Electronic Component Manufacturing"
1505272	277	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1503788	149	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1503888	7360	4234	"2500+ Professional and Commercial Equipment and Supplies Merchant Wholesalers"	423430	"100+ Computer and Computer Peripheral Equipment and Software Merchant Wholesalers"
1504085	199	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1503576	236	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1503588	1403	621	"500 - 2499 Ambulatory Health Care Services"	621511	"100+ Medical Laboratories"
1502938	1616	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1501833	684	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1500330	659	61	"500 - 2499 Educational Services"	611210	"500+ Junior Colleges"
1501609	192	54	"100 - 499 Professional, Scientific, and Technical Services"	5413	"100 - 499 Architectural"
1501633	6122	562	"100+ Waste Management and Remediation Services"	562	"100+ Waste Management and Remediation Services"
1501135	1243	61	"500 - 2499 Educational Services"	611210	"500+ Junior Colleges"
1500614	1802	61	"500 - 2499 Educational Services"	611310	"500 - 2499 Colleges"
1500806	126	334	"100 - 499 Computer and Electronic Product Manufacturing"	33451	"100 - 499 Navigational"
1500166	364	54	"100 - 499 Professional, Scientific, and Technical Services"	541310	"100 - 499 Architectural Services"
1499522	121	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1499543	390	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1499378	269	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1499132	2046	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1498744	235	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1497881	85	325	"50 - 99 Chemical Manufacturing"	3252	"50 - 99 Resin"
1498037	2007	54	"500 - 2499 Professional, Scientific, and Technical Services"	541	"500 - 2499 Professional"
1497814	381	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1498413	316	334	"100 - 499 Computer and Electronic Product Manufacturing"	33451	"100 - 499 Navigational"
1497143	97	326	"50 - 99 Plastics and Rubber Products Manufacturing"	3262	"50 - 99 Rubber Product Manufacturing"
1497183	540	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1497210	749	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1496794	79	445	"50 - 99 Food and Beverage Retailers"	445110	"50 - 99 Supermarkets and Other Grocery Retailers (except Convenience Retailers)"
1496434	51	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1496110	944	334	"500 - 2499 Computer and Electronic Product Manufacturing"	334519	"500 - 2499 Other Measuring and Controlling Device Manufacturing"
1495295	317	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1495854	555	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1495361	330	61	"100 - 499 Educational Services"	611699	"100 - 499 All Other Miscellaneous Schools and Instruction"
1495021	542	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1495031	350	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1494937	188	22	"100 - 499 Utilities"	221310	"100 - 499 Water Supply and Irrigation Systems"
1494029	1554	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1494516	1018	236	"500 - 2499 Construction of Buildings"	236115	"500+ New Single-Family Housing Construction (except For-Sale Builders)"
1494144	437	237	"100 - 499 Heavy and Civil Engineering Construction"	237110	"100 - 499 Water and Sewer Line and Related Structures Construction"
1494148	390	4234	"100 - 499 Professional and Commercial Equipment and Supplies Merchant Wholesalers"	423420	"100+ Office Equipment Merchant Wholesalers"
1494260	5621	336	"2500+ Transportation Equipment Manufacturing"	33641	"500+ Aerospace Product and Parts Manufacturing"
1492975	243	331	"100 - 499 Primary Metal Manufacturing"	331	"100 - 499 Primary Metal Manufacturing"
1492984	459	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1493473	680	621	"500 - 2499 Ambulatory Health Care Services"	621999	"500+ All Other Miscellaneous Ambulatory Health Care Services"
1493509	2190	339	"500 - 2499 Miscellaneous Manufacturing"	339112	"500 - 2499 Surgical and Medical Instrument Manufacturing"
1493712	135	236	"100 - 499 Construction of Buildings"	236220	"100 - 499 Commercial and Institutional Building Construction"
1491471	350	236	"100 - 499 Construction of Buildings"	236115	"100 - 499 New Single-Family Housing Construction (except For-Sale Builders)"
1493873	92	445	"50 - 99 Food and Beverage Retailers"	445110	"50 - 99 Supermarkets and Other Grocery Retailers (except Convenience Retailers)"
1492785	738	524	"500 - 2499 Insurance Carriers and Related Activities"	524210	"500 - 2499 Insurance Agencies and Brokerages"
1492565	155	621	"100 - 499 Ambulatory Health Care Services"	621111	"100 - 499 Offices of Physicians (except Mental Health Specialists)"
1491526	675	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1491613	937	61	"500 - 2499 Educational Services"	611310	"500 - 2499 Colleges"
1490751	58	237	"50 - 99 Heavy and Civil Engineering Construction"	2371	"50 - 99 Utility System Construction"
1490984	1374	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1490335	2608	325	"2500+ Chemical Manufacturing"	325412	"2500+ Pharmaceutical Preparation Manufacturing"
1490569	262	51	"100 - 499 Information"	51	"100 - 499 Information"
1490261	960	61	"500 - 2499 Educational Services"	611210	"500+ Junior Colleges"
1489908	1847	4242	"500+ Drugs and Druggists' Sundries Merchant Wholesalers"	424210	"500+ Drugs and Druggists' Sundries Merchant Wholesalers"
1489231	626	61	"500 - 2499 Educational Services"	61151	"100 - 2499 Technical and Trade Schools"
1489762	117	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1489814	194	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1489127	90	561	"50 - 99 Administrative and Support Services"	561	"50 - 99 Administrative and Support Services"
1488480	62	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1488527	3964	326	"500+ Plastics and Rubber Products Manufacturing"	3261	"500+ Plastics Product Manufacturing"
1488919	156	54	"100 - 499 Professional, Scientific, and Technical Services"	54161	"100 - 499 Management Consulting Services"
1488926	245	522	"100 - 499 Credit Intermediation and Related Activities"	522110	"100 - 499 Commercial Banking"
1488957	373	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1489069	962	61	"500 - 2499 Educational Services"	611310	"500 - 2499 Colleges"
1487083	3603	525	"2500+ Funds, Trusts, and Other Financial Vehicles"	525120	"2500+ Health and Welfare Funds"
1487309	241	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1487310	1988	524	"500 - 2499 Insurance Carriers and Related Activities"	524210	"500 - 2499 Insurance Agencies and Brokerages"
1487475	189	4236	"100 - 499 Household Appliances and Electrical and Electronic Goods Merchant Wholesalers"	423690	"100+ Other Electronic Parts and Equipment Merchant Wholesalers"
1487964	11002	54	"2500+ Professional, Scientific, and Technical Services"	541	"2500+ Professional"
1488082	494	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1488230	299	331	"100 - 499 Primary Metal Manufacturing"	331315	"100 - 2499 Aluminum Sheet"
1485450	126	54	"100 - 499 Professional, Scientific, and Technical Services"	541611	"100 - 499 Administrative Management and General Management Consulting Services"
1485534	282	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1485669	191	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1486054	611	334	"500 - 2499 Computer and Electronic Product Manufacturing"	334419	"500+ Other Electronic Component Manufacturing"
1486088	308	311	"100 - 499 Food Manufacturing"	31111	"100+ Animal Food Manufacturing"
1486133	266	525	"100 - 499 Funds, Trusts, and Other Financial Vehicles"	525120	"100 - 499 Health and Welfare Funds"
1486416	237	524	"100 - 499 Insurance Carriers and Related Activities"	524210	"100 - 499 Insurance Agencies and Brokerages"
1486559	302	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1486714	220	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1486997	1724	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1484921	174	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1485013	141	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1485048	1524	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1485143	1623	621	"500 - 2499 Ambulatory Health Care Services"	621498	"100+ All Other Outpatient Care Centers"
1484681	234	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1484768	357	4232	"100 - 2499 Furniture and Home Furnishing Merchant Wholesalers"	4232	"100 - 2499 Furniture and Home Furnishing Merchant Wholesalers"
1484117	412	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1484140	906	61	"500 - 2499 Educational Services"	611310	"500 - 2499 Colleges"
1484260	114	61	"100 - 499 Educational Services"	611519	"100 - 2499 Other Technical and Trade Schools"
1546266	2106	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1546543	440	54	"100 - 499 Professional, Scientific, and Technical Services"	541110	"100 - 499 Offices of Lawyers"
1546593	178	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1545312	966	332	"500 - 2499 Fabricated Metal Product Manufacturing"	33232	"100+ Ornamental and Architectural Metal Products Manufacturing"
1545768	379	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1547815	255	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1547524	268	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1546878	943	61	"500 - 2499 Educational Services"	611699	"500 - 2499 All Other Miscellaneous Schools and Instruction"
1547037	427	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1547099	1536	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1547219	3985	61	"2500+ Educational Services"	611110	"2500+ Elementary and Secondary Schools"
1547393	892	441	"500+ Motor Vehicle and Parts Dealers"	441110	"500+ New Car Dealers"
1550692	193	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1550729	234	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1548925	2280	311	"500 - 2499 Food Manufacturing"	311999	"500 - 2499 All Other Miscellaneous Food Manufacturing"
1547865	521	54	"500 - 2499 Professional, Scientific, and Technical Services"	541330	"500 - 2499 Engineering Services"
1548687	912	522	"500 - 2499 Credit Intermediation and Related Activities"	522130	"500+ Credit Unions"
1547885	617	561	"500 - 2499 Administrative and Support Services"	561510	"500+ Travel Agencies"
1555928	841	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1556495	899	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1556524	336	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1556553	33713	61	"2500+ Educational Services"	611310	"2500+ Colleges"
1553843	93	325	"50 - 99 Chemical Manufacturing"	32541	"50 - 99 Pharmaceutical and Medicine Manufacturing"
1555489	661	54	"500 - 2499 Professional, Scientific, and Technical Services"	541611	"500+ Administrative Management and General Management Consulting Services"
1554603	802	54	"500 - 2499 Professional, Scientific, and Technical Services"	541614	"100 - 2499 Process"
1554903	238	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1554978	614	22	"500 - 2499 Utilities"	221310	"500+ Water Supply and Irrigation Systems"
1555029	691	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1555064	190	4246	"100 - 499 Chemical and Allied Products Merchant Wholesalers"	424690	"100+ Other Chemical and Allied Products Merchant Wholesalers"
1555170	198	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1555209	181	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1553733	4006	312	"2500+ Beverage and Tobacco Product Manufacturing"	3121	"500+ Beverage Manufacturing"
1554139	753	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1554216	510	333	"500 - 2499 Machinery Manufacturing"	333415	"100+ Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing"
1554357	345	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1553648	318	61	"100 - 499 Educational Services"	611210	"100 - 499 Junior Colleges"
1553575	161	54	"100 - 499 Professional, Scientific, and Technical Services"	541110	"100 - 499 Offices of Lawyers"
1553239	578	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1553026	178	54	"100 - 499 Professional, Scientific, and Technical Services"	541330	"100 - 499 Engineering Services"
1552448	118	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1552850	652	54	"500 - 2499 Professional, Scientific, and Technical Services"	541511	"500 - 2499 Custom Computer Programming Services"
1552892	92	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1551941	5217	622	"2500+ Hospitals"	621111	"2500+ Offices of Physicians (except Mental Health Specialists)"
1551008	57	531	"50 - 99 Real Estate"	531210	"50 - 99 Offices of Real Estate Agents and Brokers"
1551009	299	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1551130	374	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1549845	202	54	"100 - 499 Professional, Scientific, and Technical Services"	541110	"100 - 499 Offices of Lawyers"
1551784	475	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1562287	372	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1562793	1746	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1562799	830	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1562988	3766	325	"2500+ Chemical Manufacturing"	3251	"500+ Basic Chemical Manufacturing"
1563071	87	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1562204	136	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1561198	295	22	"100 - 499 Utilities"	221310	"100 - 499 Water Supply and Irrigation Systems"
1561329	7892	325	"2500+ Chemical Manufacturing"	325412	"2500+ Pharmaceutical Preparation Manufacturing"
1561417	362	561	"100 - 499 Administrative and Support Services"	5619	"100 - 499 Other Support Services"
1561056	11066	621	"2500+ Ambulatory Health Care Services"	621610	"2500+ Home Health Care Services"
1560369	471	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1558302	154	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1558505	804	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1555809	656	54	"500 - 2499 Professional, Scientific, and Technical Services"	5419	"500+ Other Professional"
1559668	879	61	"500 - 2499 Educational Services"	61111	"500 - 2499 Elementary and Secondary Schools"
1557680	140	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1557795	289	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1557542	570	332	"500 - 2499 Fabricated Metal Product Manufacturing"	332111	"100+ Iron and Steel Forging"
1557206	1481	4234	"500 - 2499 Professional and Commercial Equipment and Supplies Merchant Wholesalers"	423420	"100+ Office Equipment Merchant Wholesalers"
1557265	677	61	"500 - 2499 Educational Services"	611210	"500+ Junior Colleges"
1557058	182	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1557113	2377	55	"500+ Management of Companies and Enterprises"	551112	"500+ Offices of Other Holding Companies"
1556370	2395	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1556882	118	238	"100 - 499 Specialty Trade Contractors"	2383	"100 - 2499 Building Finishing Contractors"
1566650	1391	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1567189	230	236	"100 - 499 Construction of Buildings"	236220	"100 - 499 Commercial and Institutional Building Construction"
1567222	198	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1566807	1539	61	"500 - 2499 Educational Services"	6117	"100+ Educational Support Services"
1566896	369	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1566909	400	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1566540	81	336	"50 - 99 Transportation Equipment Manufacturing"	33641	"50 - 99 Aerospace Product and Parts Manufacturing"
1566592	241	441	"100 - 499 Motor Vehicle and Parts Dealers"	4411	"100 - 499 Automobile Dealers"
1566457	3523	339	"2500+ Miscellaneous Manufacturing"	339112	"2500+ Surgical and Medical Instrument Manufacturing"
1565559	82	61	"50 - 99 Educational Services"	611110	"50 - 99 Elementary and Secondary Schools"
1565045	495	22	"100 - 499 Utilities"	221320	"100 - 2499 Sewage Treatment Facilities"
1566027	206	522	"100 - 499 Credit Intermediation and Related Activities"	522110	"100 - 499 Commercial Banking"
1565751	1011	315	"100 - 2499 Apparel Manufacturing"	315	"100+ Apparel Manufacturing"
1565825	396	325	"100 - 499 Chemical Manufacturing"	325	"100 - 499 Chemical Manufacturing"
1565963	644	61	"500 - 2499 Educational Services"	611310	"500 - 2499 Colleges"
1565394	140	621	"100 - 499 Ambulatory Health Care Services"	621498	"100+ All Other Outpatient Care Centers"
1565178	265	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1565204	5006	561	"2500+ Administrative and Support Services"	561510	"500+ Travel Agencies"
1565269	338	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1564510	519	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1564819	74	332	"50 - 99 Fabricated Metal Product Manufacturing"	332	"50 - 99 Fabricated Metal Product Manufacturing"
1564303	1550	61	"500 - 2499 Educational Services"	611110	"500 - 2499 Elementary and Secondary Schools"
1564389	283	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1564390	327	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1563861	402	54	"100 - 499 Professional, Scientific, and Technical Services"	541110	"100 - 499 Offices of Lawyers"
1561267	58	441	"50 - 99 Motor Vehicle and Parts Dealers"	441110	"50 - 99 New Car Dealers"
1563373	126	54	"100 - 499 Professional, Scientific, and Technical Services"	541110	"100 - 499 Offices of Lawyers"
1563603	714	54	"500 - 2499 Professional, Scientific, and Technical Services"	541511	"500 - 2499 Custom Computer Programming Services"
1563469	268	61	"100 - 499 Educational Services"	611110	"100 - 499 Elementary and Secondary Schools"
1563107	124	54	"100 - 499 Professional, Scientific, and Technical Services"	541330	"100 - 499 Engineering Services"
1563251	3578	61	"2500+ Educational Services"	611110	"2500+ Elementary and Secondary Schools"
1545392	272	523	"100 - 499 Securities, Commodity Contracts, and Other Financial Investments and Related Activities"	52399	"100+ All Other Financial Investment Activities"
